date,1. open,2. high,3. low,4. close,5. volume,Stock
2021-10-07 18:30:00,294.84,294.84,294.84,294.84,121.0,MSFT
2021-10-07 18:15:00,294.79,294.88,294.79,294.82,1576.0,MSFT
2021-10-07 18:00:00,294.88,294.88,294.88,294.88,211.0,MSFT
2021-10-07 17:45:00,294.87,294.88,294.8,294.8,1326.0,MSFT
2021-10-07 17:30:00,294.81,294.81,294.81,294.81,252.0,MSFT
2021-10-07 17:15:00,294.93,294.93,294.76,294.81,1550.0,MSFT
2021-10-07 17:00:00,294.91,295.0,294.87,294.88,3623.0,MSFT
2021-10-07 16:45:00,294.87,295.0,294.87,295.0,9797.0,MSFT
2021-10-07 16:30:00,294.9,294.98,294.87,294.87,71453.0,MSFT
2021-10-07 16:15:00,294.85,295.07,294.51,294.89,605757.0,MSFT
2021-10-07 16:00:00,295.01,295.41,294.51,294.94,1626260.0,MSFT
2021-10-07 15:45:00,295.7032,295.79,295.0,295.0,575131.0,MSFT
2021-10-07 15:30:00,295.78,295.93,295.6,295.71,449850.0,MSFT
2021-10-07 15:15:00,294.96,295.84,294.82,295.772,524774.0,MSFT
2021-10-07 15:00:00,294.68,295.25,294.62,294.97,454046.0,MSFT
2021-10-07 14:45:00,295.14,295.33,294.65,294.7,399822.0,MSFT
2021-10-07 14:30:00,295.3255,295.46,294.98,295.14,347315.0,MSFT
2021-10-07 14:15:00,295.51,295.62,294.94,295.3,537144.0,MSFT
2021-10-07 14:00:00,295.91,295.93,295.35,295.53,401379.0,MSFT
2021-10-07 13:45:00,296.17,296.19,295.835,295.9091,288452.0,MSFT
2021-10-07 13:30:00,296.12,296.19,295.85,296.1719,334928.0,MSFT
2021-10-07 13:15:00,296.5,296.53,296.01,296.1355,385371.0,MSFT
2021-10-07 13:00:00,296.17,296.56,296.08,296.51,372922.0,MSFT
2021-10-07 12:45:00,295.86,296.34,295.86,296.15,493568.0,MSFT
2021-10-07 12:30:00,295.955,296.01,295.76,295.86,371528.0,MSFT
2021-10-07 12:15:00,296.37,296.435,295.8706,295.96,382155.0,MSFT
2021-10-07 12:00:00,296.05,296.46,296.0176,296.37,387886.0,MSFT
2021-10-07 11:45:00,295.55,296.09,295.41,296.04,563208.0,MSFT
2021-10-07 11:30:00,296.23,296.3,295.42,295.54,576174.0,MSFT
2021-10-07 11:15:00,296.38,296.64,295.7609,296.2199,662400.0,MSFT
2021-10-07 11:00:00,296.215,296.49,296.07,296.38,560465.0,MSFT
2021-10-07 10:45:00,295.92,296.53,295.71,296.23,740134.0,MSFT
2021-10-07 10:30:00,295.81,296.17,295.58,295.8932,867396.0,MSFT
2021-10-07 10:15:00,295.41,295.98,295.13,295.81,1015581.0,MSFT
2021-10-07 10:00:00,294.98,295.4034,293.92,295.39,1258920.0,MSFT
2021-10-07 09:45:00,295.175,296.3,294.2305,294.94,2286992.0,MSFT
2021-10-07 09:30:00,295.45,295.62,294.85,295.06,60992.0,MSFT
2021-10-07 09:15:00,295.66,295.6999,295.26,295.58,21194.0,MSFT
2021-10-07 09:00:00,296.08,296.3,295.56,295.56,13725.0,MSFT
2021-10-07 08:45:00,295.95,296.15,295.689,296.15,19440.0,MSFT
2021-10-07 08:30:00,295.76,296.0,295.73,295.91,16796.0,MSFT
2021-10-07 08:15:00,296.15,296.48,295.67,295.85,60683.0,MSFT
2021-10-07 08:00:00,296.15,296.41,296.1,296.15,12635.0,MSFT
2021-10-07 07:45:00,296.36,296.43,296.0,296.06,26927.0,MSFT
2021-10-07 07:30:00,296.1,296.48,295.87,296.36,18429.0,MSFT
2021-10-07 07:15:00,295.86,296.48,295.85,296.12,25125.0,MSFT
2021-10-07 07:00:00,295.79,295.95,295.79,295.95,3923.0,MSFT
2021-10-07 06:45:00,295.85,295.85,295.52,295.52,2076.0,MSFT
2021-10-07 06:30:00,296.03,296.03,295.85,295.85,2871.0,MSFT
2021-10-07 06:00:00,295.95,295.95,295.85,295.85,1039.0,MSFT
2021-10-07 05:30:00,296.15,296.15,296.15,296.15,773.0,MSFT
2021-10-07 05:15:00,296.15,296.25,296.15,296.25,797.0,MSFT
2021-10-07 05:00:00,296.15,296.34,296.01,296.3,4773.0,MSFT
2021-10-07 04:45:00,295.58,296.32,295.58,296.32,5762.0,MSFT
2021-10-07 04:30:00,295.59,295.61,295.5,295.59,2292.0,MSFT
2021-10-07 04:15:00,295.26,295.97,295.26,295.65,1996.0,MSFT
2021-10-06 20:00:00,294.35,295.0,294.3,294.5,6095.0,MSFT
2021-10-06 19:45:00,294.42,294.42,294.23,294.35,4591.0,MSFT
2021-10-06 19:30:00,294.3,294.45,294.3,294.4001,3150.0,MSFT
2021-10-06 19:15:00,294.27,294.44,294.27,294.4,1888.0,MSFT
2021-10-06 19:00:00,294.3,294.3,294.03,294.03,2288.0,MSFT
2021-10-06 18:45:00,293.88,294.49,293.88,294.49,6918.0,MSFT
2021-10-06 18:30:00,293.5,293.83,293.5,293.75,4727.0,MSFT
2021-10-06 18:15:00,293.5,293.5,293.4,293.45,1535.0,MSFT
2021-10-06 18:00:00,293.5,293.55,293.5,293.55,527.0,MSFT
2021-10-06 17:45:00,293.5,293.55,293.5,293.5,1479.0,MSFT
2021-10-06 17:30:00,293.11,293.5,293.11,293.5,3684.0,MSFT
2021-10-06 17:15:00,293.52,293.74,293.11,293.11,45796.0,MSFT
2021-10-06 17:00:00,293.35,293.69,293.11,293.69,78770.0,MSFT
2021-10-06 16:45:00,293.5,293.5,293.11,293.49,81911.0,MSFT
2021-10-06 16:30:00,293.4,293.5,293.11,293.47,16949.0,MSFT
2021-10-06 16:15:00,293.11,293.51,293.05,293.4,1208409.0,MSFT
2021-10-06 16:00:00,292.08,293.63,291.845,293.07,2286993.0,MSFT
2021-10-06 15:45:00,292.18,292.3,291.47,292.09,844314.0,MSFT
2021-10-06 15:30:00,291.95,292.33,291.801,292.19,735840.0,MSFT
2021-10-06 15:15:00,291.87,292.34,291.66,291.9735,741385.0,MSFT
2021-10-06 15:00:00,292.6256,292.69,291.71,291.9,710285.0,MSFT
2021-10-06 14:45:00,292.45,292.75,292.035,292.63,656909.0,MSFT
2021-10-06 14:30:00,292.76,292.85,292.25,292.46,629923.0,MSFT
2021-10-06 14:15:00,291.72,292.78,291.25,292.751,1155768.0,MSFT
2021-10-06 14:00:00,291.5363,291.98,291.05,291.7099,740478.0,MSFT
2021-10-06 13:45:00,290.575,291.5933,290.5425,291.535,992935.0,MSFT
2021-10-06 13:30:00,289.32,290.57,289.3,290.57,733427.0,MSFT
2021-10-06 13:15:00,289.13,289.39,288.46,289.368,589207.0,MSFT
2021-10-06 13:00:00,289.51,289.67,289.03,289.14,353988.0,MSFT
2021-10-06 12:45:00,288.88,289.55,288.61,289.55,487127.0,MSFT
2021-10-06 12:30:00,288.8401,289.51,288.58,288.91,560114.0,MSFT
2021-10-06 12:15:00,289.81,289.83,288.76,288.9,489298.0,MSFT
2021-10-06 12:00:00,289.07,289.86,288.82,289.81,621040.0,MSFT
2021-10-06 11:45:00,288.85,289.32,288.51,289.0472,471440.0,MSFT
2021-10-06 11:30:00,289.99,289.99,288.56,288.85,675615.0,MSFT
2021-10-06 11:15:00,289.87,290.08,289.26,289.96,802727.0,MSFT
2021-10-06 11:00:00,289.915,290.88,289.285,289.85,1197226.0,MSFT
2021-10-06 10:45:00,288.965,290.38,288.92,289.9302,1567669.0,MSFT
date,1. open,2. high,3. low,4. close,5. volume,Stock
2021-10-07 18:45:00,2785.0,2785.0,2785.0,2785.0,200.0,GOOG
2021-10-07 17:00:00,2784.03,2784.04,2784.03,2784.04,343.0,GOOG
2021-10-07 16:30:00,2784.044,2784.044,2784.044,2784.044,2966.0,GOOG
2021-10-07 16:15:00,2783.71,2783.71,2783.71,2783.71,29554.0,GOOG
2021-10-07 16:00:00,2789.09,2791.28,2781.5,2785.85,116506.0,GOOG
2021-10-07 15:45:00,2793.21,2795.77,2789.2,2789.2,28567.0,GOOG
2021-10-07 15:30:00,2792.84,2794.55,2792.58,2793.16,15396.0,GOOG
2021-10-07 15:15:00,2787.45,2794.065,2787.08,2793.89,30183.0,GOOG
2021-10-07 15:00:00,2791.438,2791.665,2788.0,2788.0,20692.0,GOOG
2021-10-07 14:45:00,2794.05,2794.63,2790.2065,2791.3,15039.0,GOOG
2021-10-07 14:30:00,2795.0101,2796.7,2794.31,2794.31,14327.0,GOOG
2021-10-07 14:15:00,2795.84,2796.4,2792.12,2795.33,23165.0,GOOG
2021-10-07 14:00:00,2799.72,2799.72,2795.49,2795.595,16810.0,GOOG
2021-10-07 13:45:00,2799.61,2799.9,2798.0,2799.3,15084.0,GOOG
2021-10-07 13:30:00,2799.65,2800.5099,2798.34,2798.71,13564.0,GOOG
2021-10-07 13:15:00,2800.74,2800.74,2796.74,2799.57,7565.0,GOOG
2021-10-07 13:00:00,2798.59,2801.77,2798.1057,2801.62,10144.0,GOOG
2021-10-07 12:45:00,2799.215,2801.48,2798.6,2798.6,12455.0,GOOG
2021-10-07 12:30:00,2796.72,2799.51,2796.09,2797.4421,13817.0,GOOG
2021-10-07 12:15:00,2801.78,2802.07,2795.42,2796.4018,17847.0,GOOG
2021-10-07 12:00:00,2800.73,2803.0891,2799.23,2802.33,18419.0,GOOG
2021-10-07 11:45:00,2798.76,2801.0,2796.67,2801.0,18475.0,GOOG
2021-10-07 11:30:00,2798.6,2799.4841,2795.5,2797.83,14788.0,GOOG
2021-10-07 11:15:00,2800.53,2802.31,2795.51,2797.35,26162.0,GOOG
2021-10-07 11:00:00,2798.64,2803.0,2798.64,2800.79,25349.0,GOOG
2021-10-07 10:45:00,2797.26,2802.81,2797.0538,2797.31,30598.0,GOOG
2021-10-07 10:30:00,2797.39,2800.83,2795.8514,2797.89,38177.0,GOOG
2021-10-07 10:15:00,2793.47,2800.0,2792.07,2796.18,49388.0,GOOG
2021-10-07 10:00:00,2784.61,2795.0,2782.17,2792.1896,68288.0,GOOG
2021-10-07 09:45:00,2777.26,2787.03,2771.26,2784.38,89378.0,GOOG
2021-10-07 09:30:00,2774.4499,2774.4499,2774.02,2774.02,1849.0,GOOG
2021-10-07 09:15:00,2775.0,2775.0,2775.0,2775.0,905.0,GOOG
2021-10-07 08:45:00,2775.0,2775.0,2775.0,2775.0,231.0,GOOG
2021-10-07 08:30:00,2776.0,2776.0,2776.0,2776.0,643.0,GOOG
2021-10-07 08:15:00,2779.5,2779.5,2778.0,2778.0,841.0,GOOG
2021-10-07 08:00:00,2781.96,2781.96,2779.51,2779.51,508.0,GOOG
2021-10-07 07:30:00,2778.4,2778.4,2778.4,2778.4,554.0,GOOG
2021-10-06 19:45:00,2758.5,2758.5,2758.5,2758.5,678.0,GOOG
2021-10-06 19:30:00,2759.0,2759.0,2759.0,2759.0,152.0,GOOG
2021-10-06 16:15:00,2747.08,2749.95,2747.08,2749.95,30599.0,GOOG
2021-10-06 16:00:00,2741.94,2749.97,2741.9,2748.85,131229.0,GOOG
2021-10-06 15:45:00,2747.04,2748.27,2740.4501,2740.4501,18084.0,GOOG
2021-10-06 15:30:00,2750.52,2750.52,2746.5,2748.14,11812.0,GOOG
2021-10-06 15:15:00,2744.4,2749.62,2744.4,2745.55,15215.0,GOOG
2021-10-06 15:00:00,2755.39,2756.01,2744.0,2744.0,29708.0,GOOG
2021-10-06 14:45:00,2753.6,2756.93,2752.09,2755.3072,19507.0,GOOG
2021-10-06 14:30:00,2752.44,2757.04,2752.36,2754.78,30999.0,GOOG
2021-10-06 14:15:00,2744.48,2753.86,2742.25,2752.14,26779.0,GOOG
2021-10-06 14:00:00,2745.37,2748.0,2740.59,2744.0,20706.0,GOOG
2021-10-06 13:45:00,2738.74,2746.25,2736.98,2744.98,23877.0,GOOG
2021-10-06 13:30:00,2729.65,2735.18,2728.97,2734.98,11289.0,GOOG
2021-10-06 13:15:00,2729.04,2729.04,2720.01,2726.86,12060.0,GOOG
2021-10-06 13:00:00,2731.63,2732.05,2727.27,2728.15,9587.0,GOOG
2021-10-06 12:45:00,2726.61,2731.01,2722.13,2730.25,16127.0,GOOG
2021-10-06 12:30:00,2728.015,2733.0,2724.08,2724.12,11381.0,GOOG
2021-10-06 12:15:00,2737.17,2737.17,2727.13,2729.58,14414.0,GOOG
2021-10-06 12:00:00,2734.0,2738.94,2730.075,2736.595,26561.0,GOOG
2021-10-06 11:45:00,2727.17,2736.23,2725.73,2734.0,14153.0,GOOG
2021-10-06 11:30:00,2733.29,2733.29,2721.8058,2728.34,20555.0,GOOG
2021-10-06 11:15:00,2735.76,2737.0,2730.0,2732.32,24619.0,GOOG
2021-10-06 11:00:00,2730.49,2737.64,2728.215,2733.93,27762.0,GOOG
2021-10-06 10:45:00,2735.57,2740.715,2725.49,2730.76,33088.0,GOOG
2021-10-06 10:30:00,2727.0,2744.91,2725.01,2736.63,61043.0,GOOG
2021-10-06 10:15:00,2706.84,2727.42,2699.35,2727.42,54235.0,GOOG
2021-10-06 10:00:00,2720.31,2720.57,2690.56,2708.11,62557.0,GOOG
2021-10-06 09:45:00,2692.51,2721.98,2689.73,2719.94,109620.0,GOOG
2021-10-06 09:30:00,2702.5,2702.5,2691.01,2691.01,3546.0,GOOG
2021-10-06 08:30:00,2696.0,2696.0,2695.0,2696.0,1638.0,GOOG
2021-10-06 08:15:00,2689.0,2689.0,2688.0,2688.0,409.0,GOOG
2021-10-06 08:00:00,2689.0,2689.0,2689.0,2689.0,316.0,GOOG
2021-10-05 17:00:00,2723.57,2723.64,2723.54,2723.54,527.0,GOOG
2021-10-05 16:45:00,2723.55,2723.55,2723.54,2723.54,1081.0,GOOG
2021-10-05 16:15:00,2723.54,2723.54,2721.0,2723.54,15566.0,GOOG
2021-10-05 16:00:00,2728.75,2730.41,2720.07,2723.54,120285.0,GOOG
2021-10-05 15:45:00,2732.93,2736.455,2728.06,2729.88,37115.0,GOOG
2021-10-05 15:30:00,2743.92,2745.0,2733.0,2733.4806,27429.0,GOOG
2021-10-05 15:15:00,2737.69,2744.4,2737.4,2744.07,14741.0,GOOG
2021-10-05 15:00:00,2744.36,2744.99,2737.361,2737.47,20760.0,GOOG
2021-10-05 14:45:00,2741.6,2745.96,2741.3,2743.13,24630.0,GOOG
2021-10-05 14:30:00,2742.01,2742.99,2740.081,2741.95,15582.0,GOOG
2021-10-05 14:15:00,2742.27,2745.0,2741.125,2741.26,19629.0,GOOG
2021-10-05 14:00:00,2746.81,2747.0,2740.66,2741.7,27455.0,GOOG
2021-10-05 13:45:00,2739.37,2747.24,2736.76,2746.815,29367.0,GOOG
2021-10-05 13:30:00,2739.29,2739.46,2734.42,2738.01,19075.0,GOOG
2021-10-05 13:15:00,2741.12,2742.6,2738.7201,2740.645,30939.0,GOOG
2021-10-05 13:00:00,2736.45,2744.0,2735.44,2741.11,45018.0,GOOG
2021-10-05 12:45:00,2734.28,2737.03,2728.58,2735.89,41379.0,GOOG
2021-10-05 12:30:00,2726.36,2734.394,2725.85,2733.465,66319.0,GOOG
2021-10-05 12:15:00,2722.27,2727.7,2720.04,2726.21,27369.0,GOOG
2021-10-05 12:00:00,2719.535,2721.85,2714.02,2721.6,26457.0,GOOG
2021-10-05 11:45:00,2718.75,2723.439,2717.03,2720.0825,31336.0,GOOG
2021-10-05 11:30:00,2724.81,2725.005,2716.37,2717.3,27108.0,GOOG
2021-10-05 11:15:00,2721.87,2725.56,2718.6,2722.97,32620.0,GOOG
2021-10-05 11:00:00,2713.85,2722.03,2713.05,2720.63,44025.0,GOOG
2021-10-05 10:45:00,2713.34,2716.7579,2708.77,2711.35,38452.0,GOOG
2021-10-05 10:30:00,2708.22,2714.02,2704.98,2713.38,33732.0,GOOG
2021-10-05 10:15:00,2697.47,2709.31,2697.47,2705.99,28979.0,GOOG
2021-10-05 10:00:00,2688.58,2703.235,2686.93,2697.47,60801.0,GOOG
2021-10-05 09:45:00,2680.0,2697.4699,2680.0,2686.835,89123.0,GOOG
2021-10-05 09:30:00,2676.0,2676.0,2676.0,2676.0,588.0,GOOG
date,1. open,2. high,3. low,4. close,5. volume,Stock
2021-10-07 19:00:00,2790.0,2790.0,2790.0,2790.0,119.0,GOOGL
2021-10-07 17:00:00,2786.0,2786.0,2786.0,2786.0,283.0,GOOGL
2021-10-07 16:30:00,2784.8341,2784.8341,2784.8341,2784.8341,2852.0,GOOGL
2021-10-07 16:15:00,2784.5,2784.5,2784.5,2784.5,42982.0,GOOGL
2021-10-07 16:00:00,2786.16,2789.31,2781.67,2785.37,155618.0,GOOGL
2021-10-07 15:45:00,2790.35,2792.74,2787.48,2787.59,31010.0,GOOGL
2021-10-07 15:30:00,2791.21,2792.435,2790.0,2791.82,19412.0,GOOGL
2021-10-07 15:15:00,2786.01,2791.8,2785.0,2791.8,22090.0,GOOGL
2021-10-07 15:00:00,2788.5186,2789.53,2785.86,2786.53,15875.0,GOOGL
2021-10-07 14:45:00,2791.25,2791.86,2787.45,2787.4982,18041.0,GOOGL
2021-10-07 14:30:00,2792.47,2794.2899,2790.26,2791.175,15727.0,GOOGL
2021-10-07 14:15:00,2792.75,2793.18,2788.075,2792.24,22237.0,GOOGL
2021-10-07 14:00:00,2796.72,2797.18,2791.69,2792.72,18415.0,GOOGL
2021-10-07 13:45:00,2797.64,2798.15,2796.13,2796.49,17676.0,GOOGL
2021-10-07 13:30:00,2797.06,2797.44,2796.075,2796.6,9172.0,GOOGL
2021-10-07 13:15:00,2799.2,2799.2,2794.8,2797.08,13780.0,GOOGL
2021-10-07 13:00:00,2796.85,2800.1,2796.0,2800.1,18774.0,GOOGL
2021-10-07 12:45:00,2796.355,2798.905,2796.34,2796.565,22702.0,GOOGL
2021-10-07 12:30:00,2793.8,2796.7509,2793.36,2795.79,14975.0,GOOGL
2021-10-07 12:15:00,2798.86,2798.89,2792.63,2794.14,17960.0,GOOGL
2021-10-07 12:00:00,2796.96,2799.14,2795.23,2798.78,41434.0,GOOGL
2021-10-07 11:45:00,2794.05,2796.82,2793.0,2796.75,18529.0,GOOGL
2021-10-07 11:30:00,2795.7,2797.02,2792.47,2793.44,24244.0,GOOGL
2021-10-07 11:15:00,2796.3,2799.7,2792.255,2796.18,26393.0,GOOGL
2021-10-07 11:00:00,2793.145,2800.02,2793.145,2796.84,34075.0,GOOGL
2021-10-07 10:45:00,2796.0,2800.66,2793.01,2793.01,42873.0,GOOGL
2021-10-07 10:30:00,2796.5,2800.84,2794.86,2796.5716,59625.0,GOOGL
2021-10-07 10:15:00,2792.83,2798.51,2790.0,2795.3,64720.0,GOOGL
2021-10-07 10:00:00,2784.42,2794.552,2781.42,2791.55,91548.0,GOOGL
2021-10-07 09:45:00,2777.84,2787.66,2773.024,2783.52,180252.0,GOOGL
2021-10-07 09:30:00,2773.0,2776.0,2771.0,2776.0,2578.0,GOOGL
2021-10-07 09:15:00,2775.12,2775.12,2771.6691,2775.0,1376.0,GOOGL
2021-10-07 09:00:00,2777.77,2777.77,2777.77,2777.77,157.0,GOOGL
2021-10-07 08:45:00,2780.0,2780.0,2780.0,2780.0,218.0,GOOGL
2021-10-07 08:30:00,2778.6,2778.8,2778.6,2778.8,560.0,GOOGL
2021-10-07 08:15:00,2782.0,2782.0,2782.0,2782.0,809.0,GOOGL
2021-10-07 08:00:00,2779.5,2779.5,2779.5,2779.5,501.0,GOOGL
